Fecha     ,Hora    ,Bateria [Med] [V],Hum. Rel [Med] [%],Lluvia [Acu] [mm],Temp. Ai [Med] [�C],D.Viento [Med] [�],P.Rocio [Med] [�C],Evap. [Inc] [mm],R.Global1 [Med] [W/m2],V.Viento [Med] [Km/h]
6/17/2013 ,10:00:00,12.82            ,99.7              ,0                ,23.6               ,350.33            ,23.55             ,0               ,0.32                  ,4.12
6/17/2013 ,11:00:00,12.8             ,99.05             ,0                ,23.26              ,342.95            ,23.1              ,0.07            ,0.16                  ,5.28
6/18/2013 ,12:00:00,12.8             ,99.81             ,0                ,22.66              ,1.23              ,22.63             ,-0.07           ,0.01                  ,2.77
6/18/2013 ,1:00:00 ,12.78            ,94.82             ,0                ,22.71              ,339.2             ,21.83             ,-0.03           ,0.21                  ,5.88
6/18/2013 ,2:00:00 ,12.76            ,96.66             ,0                ,22.53              ,358.87            ,21.96             ,0.02            ,0.28                  ,4.76
6/18/2013 ,3:00:00 ,12.74            ,89.82             ,0                ,22.61              ,336.58            ,20.8              ,-0.27           ,0.05                  ,5.41
6/18/2013 ,4:00:00 ,12.72            ,85.33             ,0                ,22.67              ,349.39            ,20.05             ,-0.15           ,0.01                  ,5.68
6/18/2013 ,5:00:00 ,12.7             ,81.96             ,0                ,22.8               ,329.26            ,19.54             ,0.05            ,0                     ,6.77
6/18/2013 ,6:00:00 ,12.68            ,79.65             ,0                ,23.19              ,333.46            ,19.45             ,-0.03           ,9.08                  ,7.19
6/18/2013 ,7:00:00 ,12.66            ,76.68             ,0                ,24.05              ,325.58            ,19.67             ,-0.11           ,67.97                 ,6.99
6/18/2013 ,8:00:00 ,13.25            ,73.67             ,0                ,25.3               ,328.27            ,20.24             ,-0.09           ,148.42                ,2.95
6/18/2013 ,9:00:00 ,13.65            ,67.01             ,0                ,27.66              ,11.19             ,20.95             ,-0.46           ,377.53                ,1.54
6/18/2013 ,10:00:00,13.67            ,55.75             ,0                ,29.93              ,124.72            ,20.11             ,0.13            ,786.73                ,3.25
6/18/2013 ,11:00:00,13.68            ,51.69             ,0                ,31.18              ,133.25            ,20.07             ,0.8             ,911.93                ,3.74
6/18/2013 ,12:00:00,13.69            ,53.21             ,0                ,31.51              ,193.58            ,20.83             ,-0.25           ,633.96                ,5.4
6/18/2013 ,1:00:00 ,13.69            ,59.04             ,0                ,30.21              ,197.31            ,21.3              ,0.12            ,235.59                ,4.19
6/18/2013 ,2:00:00 ,13.68            ,67.74             ,36               ,28.64              ,3.25              ,22.05             ,-0.36           ,305.86                ,3.67
6/18/2013 ,3:00:00 ,13.13            ,94.76             ,166              ,23.21              ,308.95            ,22.27             ,-26.4           ,23.46                 ,6.87
6/18/2013 ,4:00:00 ,12.92            ,91.09             ,4                ,22.53              ,323.58            ,20.98             ,-4.26           ,16.5                  ,10.71
6/18/2013 ,5:00:00 ,12.89            ,93.8              ,0                ,22.63              ,347.51            ,21.57             ,8.93            ,12.36                 ,6.59
6/18/2013 ,6:00:00 ,12.87            ,97.68             ,6                ,22.79              ,333.94            ,22.4              ,0.45            ,6.24                  ,6.48
6/18/2013 ,7:00:00 ,12.85            ,99.09             ,2                ,22.84              ,333.1             ,22.69             ,0.12            ,0.69                  ,7.43
6/18/2013 ,8:00:00 ,12.83            ,98.79             ,2                ,23.08              ,327.69            ,22.87             ,-0.19           ,0.21                  ,8.67
6/18/2013 ,9:00:00 ,12.82            ,99.11             ,0                ,23.06              ,341.04            ,22.91             ,0.09            ,0.21                  ,6.1
6/18/2013 ,10:00:00,12.8             ,95.38             ,0                ,22.95              ,356.43            ,22.15             ,0.29            ,0.53                  ,4.52
6/18/2013 ,11:00:00,12.79            ,95.45             ,0                ,23.13              ,336.09            ,22.34             ,-0.08           ,0.49                  ,5.86
6/19/2013 ,12:00:00,12.79            ,86.65             ,0                ,23.26              ,331.83            ,20.89             ,-0.15           ,0.29                  ,7.35
6/19/2013 ,1:00:00 ,12.77            ,82.12             ,0                ,23.42              ,329.26            ,20.17             ,-0.18           ,0                     ,7.95
6/19/2013 ,2:00:00 ,12.75            ,78.24             ,0                ,23.87              ,327.93            ,19.83             ,0.12            ,0                     ,8.44
6/19/2013 ,3:00:00 ,12.73            ,94.66             ,2                ,22.62              ,10.55             ,21.68             ,-0.41           ,0.17                  ,3.61
6/19/2013 ,4:00:00 ,12.7             ,98.45             ,0                ,22.56              ,353.6             ,22.3              ,-0.01           ,0.18                  ,3.78
6/19/2013 ,5:00:00 ,12.69            ,95.98             ,0                ,22.5               ,345.69            ,21.81             ,0.12            ,0                     ,4.22
6/19/2013 ,6:00:00 ,12.67            ,92.67             ,0                ,22.59              ,353.27            ,21.3              ,0.04            ,19.5                  ,3.96
6/19/2013 ,7:00:00 ,12.65            ,96.2              ,0                ,23.33              ,343.15            ,22.67             ,-0.11           ,94.46                 ,2.71
6/19/2013 ,8:00:00 ,13.52            ,81.21             ,0                ,25.93              ,329.25            ,22.38             ,0.12            ,294.15                ,2.99
6/19/2013 ,9:00:00 ,13.66            ,61.78             ,0                ,28.43              ,100.18            ,20.37             ,0.27            ,510.46                ,1.98
6/19/2013 ,10:00:00,13.67            ,61.34             ,0                ,29.08              ,227.18            ,20.88             ,-0.02           ,586.51                ,4.01
6/19/2013 ,11:00:00,13.68            ,60.1              ,0                ,29.52              ,194.02            ,20.96             ,0.19            ,598.15                ,4.79
6/19/2013 ,12:00:00,13.68            ,62.73             ,0                ,28.92              ,204.13            ,21.1              ,0.09            ,236.58                ,3.35
6/19/2013 ,1:00:00 ,13.22            ,64.81             ,0                ,28.6               ,198.11            ,21.32             ,0.07            ,141.86                ,3.52
6/19/2013 ,2:00:00 ,13.07            ,66.41             ,0                ,28.88              ,186.05            ,21.98             ,0.47            ,254.87                ,4.21
6/19/2013 ,3:00:00 ,12.96            ,80.52             ,32               ,26.52              ,336.41            ,22.8              ,-0.61           ,100.98                ,4.91
6/19/2013 ,4:00:00 ,12.92            ,99.75             ,112              ,22.54              ,297.07            ,22.5              ,-13.61          ,9.22                  ,5.86
6/19/2013 ,5:00:00 ,12.89            ,99.96             ,2                ,23.09              ,323.42            ,23.08             ,-1.19           ,4.86                  ,9.24
6/19/2013 ,6:00:00 ,12.86            ,98.73             ,4                ,23.24              ,336.88            ,23.02             ,-0.45           ,1.84                  ,6.46
6/19/2013 ,7:00:00 ,12.84            ,100               ,4                ,23.15              ,15.57             ,23.15             ,-0.71           ,0.02                  ,2.37
6/19/2013 ,8:00:00 ,12.82            ,100               ,4                ,23.25              ,349.42            ,23.25             ,-0.6            ,0                     ,2.7
6/19/2013 ,9:00:00 ,12.81            ,100               ,4                ,23.3               ,356.33            ,23.3              ,-0.82           ,0                     ,3.6
6/19/2013 ,10:00:00,12.79            ,100               ,0                ,23.11              ,12.12             ,23.11             ,0.02            ,0.01                  ,2.98
6/19/2013 ,11:00:00,12.78            ,100               ,0                ,23.03              ,339.86            ,23.03             ,-0.14           ,0.04                  ,2.34
6/20/2013 ,12:00:00,12.77            ,100               ,0                ,22.87              ,283.15            ,22.87             ,-0.16           ,0.21                  ,4.32
6/20/2013 ,1:00:00 ,12.75            ,100               ,0                ,22.56              ,329.3             ,22.56             ,-0.2            ,0.01                  ,3.28
6/20/2013 ,2:00:00 ,12.73            ,100               ,2                ,22.39              ,13.02             ,22.39             ,-0.56           ,0                     ,2.46
6/20/2013 ,3:00:00 ,12.71            ,99.02             ,0                ,22.23              ,334.84            ,22.07             ,0.29            ,0.18                  ,6.38
6/20/2013 ,4:00:00 ,12.69            ,96.86             ,0                ,22.01              ,6.75              ,21.46             ,0.22            ,0.08                  ,3.02
6/20/2013 ,5:00:00 ,12.67            ,100               ,2                ,21.63              ,342.86            ,21.63             ,-0.18           ,0                     ,3.77
6/20/2013 ,6:00:00 ,12.65            ,90.55             ,0                ,22.03              ,331.51            ,20.38             ,-0.8            ,12.57                 ,7.22
6/20/2013 ,7:00:00 ,12.64            ,80.07             ,0                ,23.05              ,327.94            ,19.41             ,0.44            ,88.56                 ,5.5
6/20/2013 ,8:00:00 ,12.69            ,81.37             ,0                ,23.88              ,67.82             ,20.47             ,11.63           ,192.4                 ,3.35
6/20/2013 ,9:00:00 ,12.65            ,74.36             ,0                ,25.23              ,322.53            ,20.32             ,21.28           ,263.01                ,6.72
6/20/2013 ,10:00:00,13.38            ,66.15             ,0                ,27.96              ,306.72            ,21.02             ,0.47            ,613.08                ,6.05
6/20/2013 ,11:00:00,13.68            ,57.41             ,0                ,30.21              ,224.38            ,20.86             ,0.15            ,901.51                ,4.89
6/20/2013 ,12:00:00,13.69            ,57.71             ,0                ,30.4               ,191.75            ,21.13             ,-0.02           ,622.13                ,4.74
6/20/2013 ,1:00:00 ,13.69            ,59.21             ,0                ,30.7               ,181.43            ,21.83             ,-0.23           ,379.44                ,4.48
6/20/2013 ,2:00:00 ,13.69            ,63.38             ,0                ,29.88              ,165.04            ,22.17             ,0.34            ,230.88                ,5.19
6/20/2013 ,3:00:00 ,13.37            ,74.34             ,44               ,26.32              ,142.83            ,21.32             ,-1.12           ,97.47                 ,7.05
6/20/2013 ,4:00:00 ,12.94            ,97.13             ,16               ,22.08              ,346.79            ,21.59             ,-8.11           ,5.76                  ,6.48
6/20/2013 ,5:00:00 ,12.9             ,100               ,2                ,22.23              ,343.87            ,22.23             ,0.07            ,5.68                  ,5.3
6/20/2013 ,6:00:00 ,12.87            ,100               ,0                ,22.62              ,344.13            ,22.62             ,1.04            ,2.85                  ,4.86
6/20/2013 ,7:00:00 ,12.86            ,100               ,8                ,23.02              ,329.2             ,23.02             ,1.11            ,0.14                  ,5.06
6/20/2013 ,8:00:00 ,12.84            ,100               ,8                ,23.07              ,353.53            ,23.07             ,-1.51           ,0                     ,3.5
6/20/2013 ,9:00:00 ,12.83            ,100               ,0                ,23.27              ,340.35            ,23.27             ,-1.63           ,0.24                  ,4.49
6/20/2013 ,10:00:00,12.81            ,100               ,0                ,23.08              ,352.89            ,23.08             ,0.09            ,0.16                  ,3.71
6/20/2013 ,11:00:00,12.8             ,100               ,0                ,22.8               ,1.72              ,22.8              ,-0.68           ,0                     ,2.88
6/21/2013 ,12:00:00,12.8             ,100               ,0                ,22.74              ,343.24            ,22.74             ,0.33            ,0.01                  ,3.53
6/21/2013 ,1:00:00 ,12.79            ,100               ,0                ,22.6               ,325.5             ,22.6              ,0.29            ,0.01                  ,3.71
6/21/2013 ,2:00:00 ,12.77            ,100               ,0                ,22.43              ,358.25            ,22.43             ,-1.03           ,0                     ,2.31
6/21/2013 ,3:00:00 ,12.75            ,100               ,0                ,22.5               ,3.09              ,22.5              ,-0.17           ,0                     ,2.67
6/21/2013 ,4:00:00 ,12.74            ,100               ,0                ,22.48              ,338.44            ,22.48             ,0.22            ,0                     ,4.71
6/21/2013 ,5:00:00 ,12.72            ,100               ,0                ,22.35              ,344.48            ,22.35             ,-0.36           ,0                     ,3.76
6/21/2013 ,6:00:00 ,12.7             ,100               ,0                ,21.97              ,21.42             ,21.97             ,-1.98           ,9.96                  ,2.47
6/21/2013 ,7:00:00 ,12.69            ,100               ,0                ,22.37              ,64.32             ,22.37             ,0.76            ,89.44                 ,1.61
6/21/2013 ,8:00:00 ,12.69            ,96.83             ,0                ,23.66              ,119.36            ,23.1              ,2.67            ,182.26                ,1.94
6/21/2013 ,9:00:00 ,13.25            ,81.42             ,0                ,25.11              ,166.8             ,21.69             ,17.96           ,261.02                ,2.66
6/21/2013 ,10:00:00,13.67            ,75.17             ,0                ,26.22              ,102.36            ,21.45             ,3.22            ,348.56                ,2.27
6/21/2013 ,11:00:00,13.66            ,72.76             ,0                ,26.87              ,189.75            ,21.56             ,-0.07           ,387.96                ,4.03
6/21/2013 ,12:00:00,13.67            ,69.81             ,0                ,27.71              ,167.36            ,21.68             ,0.02            ,599.57                ,3.43
6/21/2013 ,1:00:00 ,13.68            ,64.83             ,0                ,28.62              ,196.33            ,21.35             ,-0.68           ,443.6                 ,3.43
6/21/2013 ,2:00:00 ,13.68            ,60.77             ,0                ,29.49              ,203.03            ,21.12             ,-1.43           ,520.42                ,3.89
6/21/2013 ,3:00:00 ,13.69            ,59.1              ,0                ,30.66              ,206.27            ,21.77             ,2.42            ,750.31                ,5.03
6/21/2013 ,4:00:00 ,13.69            ,59.22             ,0                ,30.12              ,209.41            ,21.29             ,0.04            ,260.07                ,3.92
6/21/2013 ,5:00:00 ,13.31            ,63.83             ,0                ,28.01              ,281.37            ,20.5              ,0.1             ,34.07                 ,4.61
6/21/2013 ,6:00:00 ,12.95            ,73.73             ,0                ,24.86              ,36.47             ,19.78             ,0.54            ,11.21                 ,5.36
6/21/2013 ,7:00:00 ,12.91            ,94.37             ,28               ,22.45              ,320.37            ,21.45             ,-2.54           ,0.63                  ,6.59
6/21/2013 ,8:00:00 ,12.88            ,100               ,60               ,22.06              ,327.9             ,22.06             ,-11.43          ,0                     ,5.36
6/21/2013 ,9:00:00 ,12.85            ,96.81             ,0                ,22.08              ,336.49            ,21.53             ,-2.59           ,0.62                  ,6.28
6/21/2013 ,10:00:00,12.83            ,91.4              ,0                ,22.25              ,301.45            ,20.76             ,-0.36           ,0.84                  ,5.22
6/21/2013 ,11:00:00,12.82            ,96.56             ,0                ,21.97              ,1.74              ,21.36             ,-0.01           ,0.41                  ,3.73
6/22/2013 ,12:00:00,12.81            ,92.02             ,0                ,22.04              ,2.67              ,20.61             ,0.02            ,0.41                  ,2.84
6/22/2013 ,1:00:00 ,12.8             ,94.77             ,0                ,21.83              ,333.5             ,20.92             ,0.1             ,0.23                  ,4.07
6/22/2013 ,2:00:00 ,12.78            ,84.31             ,0                ,22.31              ,347.77            ,19.49             ,-0.13           ,0.09                  ,4.14
6/22/2013 ,3:00:00 ,12.77            ,97.32             ,0                ,21.58              ,6.25              ,21.13             ,0.02            ,0                     ,2.48
6/22/2013 ,4:00:00 ,12.75            ,93.04             ,0                ,21.75              ,341.34            ,20.52             ,0.03            ,0                     ,4.77
6/22/2013 ,5:00:00 ,12.74            ,79.04             ,0                ,22.25              ,284.68            ,18.42             ,0.07            ,0                     ,6.24
6/22/2013 ,6:00:00 ,12.71            ,91.99             ,0                ,21.33              ,59.6              ,19.92             ,-0.14           ,12.05                 ,2.98
6/22/2013 ,7:00:00 ,12.7             ,93.77             ,0                ,22.17              ,78.13             ,21.07             ,-0.19           ,154.81                ,1.9
6/22/2013 ,8:00:00 ,12.82            ,75.46             ,0                ,25                 ,203.76            ,20.34             ,-0.04           ,390.31                ,3.1
6/22/2013 ,9:00:00 ,13.51            ,67.91             ,0                ,27.12              ,180.43            ,20.67             ,-0.12           ,626.29                ,4.85
6/22/2013 ,10:00:00,13.69            ,65.51             ,0                ,28.43              ,183.3             ,21.33             ,-0.09           ,780.66                ,5.64
6/22/2013 ,11:00:00,13.69            ,59.25             ,0                ,29                 ,172.54            ,20.24             ,0.02            ,776.53                ,5.67
6/22/2013 ,12:00:00,13.56            ,60.34             ,0                ,28.51              ,181.3             ,20.07             ,0.19            ,355.03                ,4.29
6/22/2013 ,1:00:00 ,13.68            ,68.54             ,0                ,27.49              ,40.42             ,21.15             ,-0.41           ,248.19                ,2.36
6/22/2013 ,2:00:00 ,13.69            ,63.36             ,0                ,28.91              ,279.1             ,21.22             ,0.02            ,422.71                ,3.45
6/22/2013 ,3:00:00 ,13.2             ,85.37             ,18               ,26.19              ,63.81             ,23.41             ,-1.14           ,169.51                ,2.34
6/22/2013 ,4:00:00 ,12.95            ,85.93             ,0                ,26.59              ,352.25            ,23.99             ,-1.45           ,218.34                ,2.43
6/22/2013 ,5:00:00 ,12.94            ,84.89             ,0                ,26.32              ,2.75              ,23.55             ,-0.03           ,86.69                 ,2.11
6/22/2013 ,6:00:00 ,12.91            ,93.74             ,0                ,25.44              ,328.19            ,24.34             ,0.12            ,18.84                 ,2.67
6/22/2013 ,7:00:00 ,12.87            ,96.53             ,0                ,24.83              ,38.46             ,24.21             ,0.06            ,2.29                  ,1.78
6/22/2013 ,8:00:00 ,12.85            ,100               ,0                ,24.33              ,48.36             ,24.33             ,-0.16           ,0                     ,1.82
6/22/2013 ,9:00:00 ,12.83            ,100               ,0                ,24.03              ,28.99             ,24.03             ,-0.19           ,0                     ,1.86
6/22/2013 ,10:00:00,12.81            ,100               ,0                ,24.09              ,23.18             ,24.09             ,-0.09           ,0                     ,1.82
6/22/2013 ,11:00:00,12.79            ,100               ,0                ,23.81              ,329.59            ,23.81             ,0.12            ,0                     ,3.11
6/23/2013 ,12:00:00,12.78            ,100               ,0                ,23.28              ,17.42             ,23.28             ,-0.23           ,0                     ,2.57
6/23/2013 ,1:00:00 ,12.76            ,99.71             ,8                ,22.17              ,41.02             ,22.12             ,-0.33           ,0.55                  ,4.63
6/23/2013 ,2:00:00 ,12.73            ,100               ,0                ,21.6               ,344.31            ,21.6              ,-0.52           ,0                     ,6.16
6/23/2013 ,3:00:00 ,12.71            ,100               ,0                ,22.04              ,3.5               ,22.04             ,-0.25           ,0                     ,2.92
6/23/2013 ,4:00:00 ,12.69            ,100               ,0                ,21.79              ,18.95             ,21.79             ,0.46            ,0                     ,3.41
6/23/2013 ,5:00:00 ,12.67            ,100               ,0                ,21.41              ,1.89              ,21.41             ,0.06            ,0                     ,2.39
6/23/2013 ,6:00:00 ,12.66            ,100               ,0                ,21.75              ,343.74            ,21.75             ,-0.26           ,11.39                 ,2.76
6/23/2013 ,7:00:00 ,12.66            ,99.93             ,0                ,22.78              ,330.97            ,22.77             ,0.86            ,80.74                 ,2.88
6/23/2013 ,8:00:00 ,13.03            ,80.2              ,0                ,25.67              ,329.88            ,21.86             ,0.69            ,352.81                ,3.84
6/23/2013 ,9:00:00 ,13.68            ,62.14             ,0                ,27.79              ,152.08            ,19.86             ,-1.16           ,588.47                ,3.15
6/23/2013 ,10:00:00,13.69            ,59.54             ,0                ,28.74              ,196.82            ,20.07             ,-1.02           ,811.12                ,4.89
6/23/2013 ,11:00:00,13.69            ,58.09             ,0                ,29.79              ,220.66            ,20.66             ,2.92            ,956.6                 ,4.46
6/23/2013 ,12:00:00,13.69            ,60.09             ,0                ,29.87              ,174.59            ,21.28             ,0.06            ,441.51                ,6.28
6/23/2013 ,1:00:00 ,13.69            ,63.1              ,0                ,29.05              ,177.52            ,21.32             ,0.08            ,257.31                ,6.01
6/23/2013 ,2:00:00 ,13.21            ,70.29             ,46               ,27.15              ,194.53            ,21.19             ,-1.1            ,76.74                 ,5.9
6/23/2013 ,3:00:00 ,12.94            ,97.45             ,14               ,22.3               ,331.11            ,21.84             ,-9.8            ,34.92                 ,7.52
6/23/2013 ,4:00:00 ,12.91            ,93.44             ,0                ,23.18              ,328.64            ,22.03             ,-1.57           ,145.64                ,7.94
6/23/2013 ,5:00:00 ,12.89            ,83.48             ,0                ,24.9               ,321.11            ,21.89             ,0.05            ,138.2                 ,5.33
6/23/2013 ,6:00:00 ,12.88            ,97.36             ,0                ,24.36              ,36.7              ,23.9              ,-4.81           ,35.79                 ,1.7
6/23/2013 ,7:00:00 ,12.86            ,100               ,0                ,23.77              ,357.86            ,23.77             ,-3.8            ,2.04                  ,2.23
6/23/2013 ,8:00:00 ,12.84            ,100               ,0                ,23.48              ,330.89            ,23.48             ,0.13            ,0                     ,4.52
6/23/2013 ,9:00:00 ,12.81            ,99.58             ,0                ,22.91              ,357.76            ,22.84             ,-0.04           ,0                     ,4
6/23/2013 ,10:00:00,12.8             ,99.94             ,0                ,22.45              ,339.96            ,22.44             ,0.02            ,0                     ,3.92
6/23/2013 ,11:00:00,12.78            ,100               ,0                ,22.26              ,0.02              ,22.26             ,0.05            ,0                     ,3.74
6/24/2013 ,12:00:00,12.77            ,98.66             ,0                ,22.41              ,331.72            ,22.18             ,0.03            ,0                     ,4.23
6/24/2013 ,1:00:00 ,12.75            ,100               ,2                ,22.35              ,3.74              ,22.35             ,-0.05           ,0                     ,2.95
6/24/2013 ,2:00:00 ,12.73            ,100               ,2                ,22.62              ,331.4             ,22.62             ,-0.14           ,0                     ,3.68
6/24/2013 ,3:00:00 ,12.71            ,96.44             ,0                ,22.43              ,350.75            ,21.81             ,-0.18           ,0                     ,4.05
6/24/2013 ,4:00:00 ,12.69            ,99.93             ,0                ,21.9               ,52.93             ,21.89             ,-0.11           ,0                     ,2.8
6/24/2013 ,5:00:00 ,12.67            ,100               ,0                ,21.87              ,336.49            ,21.87             ,0.03            ,0                     ,2.71
6/24/2013 ,6:00:00 ,12.66            ,97.42             ,0                ,21.68              ,327.24            ,21.23             ,0.14            ,11.87                 ,4.14
6/24/2013 ,7:00:00 ,12.64            ,85.01             ,0                ,22.42              ,329.87            ,19.76             ,-0.18           ,85.21                 ,2.34
6/24/2013 ,8:00:00 ,12.65            ,81.29             ,0                ,24.29              ,334.01            ,20.75             ,53.29           ,293.17                ,2.53
6/24/2013 ,9:00:00 ,12.98            ,87                ,0                ,25.54              ,199.72            ,22.95             ,1.63            ,471.42                ,2.97
6/24/2013 ,10:00:00,13.7             ,62.78             ,0                ,28.2               ,187.06            ,20.42             ,-0.21           ,736.81                ,4.54
6/24/2013 ,11:00:00,13.69            ,63.72             ,0                ,28.31              ,223.54            ,20.77             ,0.47            ,592.93                ,4.57
6/24/2013 ,12:00:00,13.68            ,63.36             ,0                ,28.6               ,226.23            ,20.95             ,-0.27           ,597.27                ,5.16
6/24/2013 ,1:00:00 ,13.68            ,61.51             ,0                ,28.89              ,222.81            ,20.74             ,-0.45           ,502.06                ,4.72
6/24/2013 ,2:00:00 ,13.69            ,60.84             ,0                ,29.32              ,253.94            ,20.97             ,-0.01           ,504.33                ,4.64
6/24/2013 ,3:00:00 ,13.69            ,60.7              ,0                ,29.41              ,249.32            ,21.02             ,-0.03           ,440.47                ,3.9
6/24/2013 ,4:00:00 ,13.69            ,61.97             ,0                ,29.22              ,227.77            ,21.18             ,0.1             ,285.05                ,4.18
6/24/2013 ,5:00:00 ,13.2             ,64.19             ,0                ,28.76              ,227.62            ,21.32             ,0.17            ,154.09                ,3.67
6/24/2013 ,6:00:00 ,12.95            ,70.33             ,0                ,27.79              ,171.08            ,21.86             ,-0.22           ,28.31                 ,3.2
6/24/2013 ,7:00:00 ,12.92            ,83.11             ,0                ,26.13              ,109.24            ,23.03             ,0.36            ,0.8                   ,2.47
6/24/2013 ,8:00:00 ,12.89            ,85.16             ,0                ,25.72              ,138.73            ,23.03             ,1.34            ,0                     ,2.13
6/24/2013 ,9:00:00 ,12.87            ,96.6              ,0                ,24.75              ,45.63             ,24.15             ,0.25            ,0                     ,1.84
6/24/2013 ,10:00:00,12.84            ,98.61             ,0                ,24.27              ,63.91             ,24.03             ,0.01            ,0                     ,1.81
6/24/2013 ,11:00:00,12.82            ,100               ,0                ,23.74              ,3.91              ,23.74             ,-0.18           ,0                     ,2.82
6/25/2013 ,12:00:00,12.81            ,100               ,0                ,23.41              ,355.22            ,23.41             ,-0.04           ,0                     ,2.47
6/25/2013 ,1:00:00 ,12.8             ,100               ,0                ,23.21              ,359.93            ,23.21             ,-0.02           ,0                     ,2.85
6/25/2013 ,2:00:00 ,12.78            ,99.54             ,0                ,23.26              ,342.95            ,23.18             ,0.17            ,0                     ,3.97
6/25/2013 ,3:00:00 ,12.77            ,65.8              ,0                ,24.69              ,343.79            ,17.64             ,0.45            ,0                     ,4.32
6/25/2013 ,4:00:00 ,12.76            ,65.69             ,0                ,23.72              ,2.59              ,16.85             ,0.16            ,0                     ,2.14
6/25/2013 ,5:00:00 ,12.74            ,79.35             ,0                ,22.3               ,17.26             ,18.53             ,0.27            ,0                     ,2.8
6/25/2013 ,6:00:00 ,12.72            ,74.9              ,0                ,22.45              ,350.98            ,17.73             ,0.1             ,10.56                 ,3.17
6/25/2013 ,7:00:00 ,12.71            ,73.13             ,0                ,23.11              ,349.22            ,18.01             ,0.04            ,90.48                 ,2.83
6/25/2013 ,8:00:00 ,12.73            ,65.86             ,0                ,26.22              ,14.01             ,19.24             ,0.01            ,374.31                ,1.69
6/25/2013 ,9:00:00 ,13.16            ,54.58             ,0                ,28.69              ,143.8             ,18.62             ,0.25            ,508.68                ,3.81
6/25/2013 ,10:00:00,13.7             ,54.73             ,0                ,29.07              ,144.81            ,19.01             ,-0.21           ,770.92                ,5.13
6/25/2013 ,11:00:00,13.7             ,53.33             ,0                ,30.28              ,188.17            ,19.74             ,-0.3            ,1023.79               ,5.09
6/25/2013 ,12:00:00,13.69            ,55.62             ,0                ,30.67              ,213.04            ,20.78             ,0.92            ,819.1                 ,5.76
6/25/2013 ,1:00:00 ,13.7             ,55.29             ,0                ,31.05              ,207.55            ,21.04             ,0.45            ,444.22                ,5.43
6/25/2013 ,2:00:00 ,13.7             ,55.68             ,0                ,30.58              ,195.97            ,20.71             ,0.42            ,384.36                ,4.79
6/25/2013 ,3:00:00 ,13.69            ,62.6              ,0                ,28.87              ,165.59            ,21                ,0.24            ,92.31                 ,4.2
6/25/2013 ,4:00:00 ,13.18            ,68.57             ,0                ,27.58              ,175.66            ,21.27             ,0.21            ,37.54                 ,4.33
6/25/2013 ,5:00:00 ,12.93            ,87.12             ,18               ,23.56              ,353.26            ,21.13             ,-1.09           ,14.26                 ,4.94
6/25/2013 ,6:00:00 ,12.89            ,87.4              ,0                ,22.17              ,342.23            ,19.93             ,-0.51           ,10.34                 ,5.82
6/25/2013 ,7:00:00 ,12.86            ,100               ,0                ,22.36              ,335.57            ,22.36             ,-0.11           ,0.48                  ,4.38
6/25/2013 ,8:00:00 ,12.84            ,100               ,0                ,22.85              ,328.52            ,22.85             ,0.06            ,0.01                  ,4.44
6/25/2013 ,9:00:00 ,12.82            ,98.78             ,0                ,23.29              ,335.27            ,23.08             ,-0.26           ,0.31                  ,5.93
6/25/2013 ,10:00:00,12.81            ,95.59             ,0                ,23.06              ,332.89            ,22.29             ,-0.18           ,0.08                  ,5.23
6/25/2013 ,11:00:00,12.8             ,89.21             ,0                ,22.97              ,334.41            ,21.06             ,-0.21           ,0.04                  ,6.3
6/26/2013 ,12:00:00,12.79            ,88.2              ,0                ,22.52              ,338.73            ,20.43             ,0.02            ,0.02                  ,5.11
6/26/2013 ,1:00:00 ,12.77            ,99.43             ,0                ,21.93              ,350.62            ,21.83             ,0.04            ,0                     ,3.09
6/26/2013 ,2:00:00 ,12.75            ,97.56             ,0                ,22.32              ,327.24            ,21.89             ,-0.09           ,0                     ,4.31
6/26/2013 ,3:00:00 ,12.73            ,97.44             ,0                ,22.18              ,346.34            ,21.73             ,0.02            ,0                     ,3.47
6/26/2013 ,4:00:00 ,12.72            ,81.77             ,0                ,23.11              ,319.81            ,19.79             ,0.04            ,0                     ,5.01
6/26/2013 ,5:00:00 ,12.7             ,96.88             ,0                ,22.04              ,52.55             ,21.51             ,0               ,0                     ,2.58
6/26/2013 ,6:00:00 ,12.68            ,84.51             ,0                ,22.2               ,17.16             ,19.43             ,0.01            ,2.2                   ,2.38
6/26/2013 ,7:00:00 ,12.67            ,97.06             ,0                ,22.16              ,339.16            ,21.65             ,0.13            ,44.41                 ,3.55
6/26/2013 ,8:00:00 ,13.19            ,79.31             ,0                ,24.11              ,106.16            ,20.26             ,0.05            ,238.43                ,1.83
6/26/2013 ,9:00:00 ,13.66            ,65.46             ,0                ,26.31              ,78.24             ,19.28             ,0.03            ,599.41                ,3.71
6/26/2013 ,10:00:00,13.68            ,58.4              ,0                ,28.27              ,301.71            ,19.3              ,0.15            ,716.36                ,7.2
6/26/2013 ,11:00:00,13.68            ,52.03             ,0                ,29.27              ,210.99            ,18.39             ,-0.11           ,520.51                ,4.71
6/26/2013 ,12:00:00,13.68            ,44.59             ,0                ,30.44              ,198.66            ,17                ,0.01            ,665                   ,3.86
