Fecha     ,Hora    ,Bateria [Med] [V],Hum. Rel [Med] [%],Lluvia [Acu] [mm],Temp. Ai [Med] [�C],D.Viento [Med] [�],P.Rocio [Med] [�C],Evap. [Inc] [mm],R.Global1 [Med] [W/m2],V.Viento [Med] [Km/h]
1/1/2013  ,12:00:00,12.8             ,78.14             ,0                ,22.91              ,32.76             ,18.88             ,0.04            ,0                     ,2.26
1/1/2013  ,1:00:00 ,12.79            ,77.54             ,0                ,22.84              ,353.46            ,18.68             ,0.06            ,0                     ,2.34
1/1/2013  ,2:00:00 ,12.77            ,76.21             ,0                ,22.68              ,327.51            ,18.21             ,-0.02           ,0                     ,2.93
1/1/2013  ,3:00:00 ,12.75            ,60.9              ,0                ,23.69              ,9.39              ,15.65             ,0.07            ,0                     ,2.79
1/1/2013  ,4:00:00 ,12.73            ,55.95             ,0                ,24.08              ,357.83            ,14.71             ,0.09            ,0                     ,3.41
1/1/2013  ,5:00:00 ,12.71            ,56.66             ,0                ,23.75              ,336.75            ,14.59             ,0.03            ,0                     ,5.28
1/1/2013  ,6:00:00 ,12.69            ,51.7              ,0                ,24.89              ,338.27            ,14.24             ,0.14            ,0                     ,8.4
1/1/2013  ,7:00:00 ,12.68            ,57.81             ,0                ,23.28              ,355.53            ,14.45             ,0.23            ,13.47                 ,3.07
1/1/2013  ,8:00:00 ,13.23            ,58.98             ,0                ,24.81              ,263.29            ,16.02             ,0.15            ,199.76                ,3.58
1/1/2013  ,9:00:00 ,13.67            ,40.48             ,0                ,29.46              ,181.45            ,14.62             ,-0.02           ,453.87                ,4.38
1/1/2013  ,10:00:00,13.68            ,42.07             ,0                ,29.85              ,171.31            ,15.58             ,0.11            ,616.09                ,5.44
1/1/2013  ,11:00:00,13.69            ,41.59             ,0                ,30.47              ,164.22            ,15.98             ,0.17            ,768.23                ,5.39
1/1/2013  ,12:00:00,13.71            ,38.94             ,0                ,32.1               ,209.52            ,16.41             ,-0.17           ,844.3                 ,5.91
1/1/2013  ,1:00:00 ,13.71            ,37.25             ,0                ,32.94              ,213.93            ,16.48             ,0.41            ,801.74                ,6.69
1/1/2013  ,2:00:00 ,13.72            ,38.67             ,0                ,32.67              ,205.69            ,16.82             ,0.88            ,679.71                ,6.2
1/1/2013  ,3:00:00 ,13.71            ,41.51             ,0                ,32.08              ,194.59            ,17.4              ,0.28            ,486.36                ,4.91
1/1/2013  ,4:00:00 ,13.71            ,41.31             ,0                ,31.66              ,198.76            ,16.95             ,0.34            ,366.54                ,5.7
1/1/2013  ,5:00:00 ,13.7             ,43.82             ,0                ,29.91              ,180.07            ,16.27             ,0.43            ,181.11                ,5.75
1/1/2013  ,6:00:00 ,13.28            ,51.63             ,0                ,27.61              ,207.07            ,16.72             ,0.44            ,22.25                 ,3.29
1/1/2013  ,7:00:00 ,12.93            ,62.35             ,0                ,25.43              ,16.99             ,17.68             ,0.05            ,0                     ,1.82
1/1/2013  ,8:00:00 ,12.89            ,71.84             ,0                ,23.73              ,329.94            ,18.31             ,-0.1            ,0                     ,3.04
1/1/2013  ,9:00:00 ,12.86            ,76.72             ,0                ,22.62              ,11.8              ,18.3              ,0.2             ,0                     ,2.57
1/1/2013  ,10:00:00,12.83            ,80.77             ,0                ,21.41              ,25.58             ,17.94             ,0.18            ,0                     ,2.39
1/1/2013  ,11:00:00,12.8             ,82.5              ,0                ,20.7               ,1.8               ,17.59             ,0.08            ,0                     ,3.66
1/2/2013  ,12:00:00,12.79            ,82.58             ,0                ,20.53              ,356.53            ,17.44             ,0.11            ,0                     ,3.47
1/2/2013  ,1:00:00 ,12.77            ,72.47             ,0                ,22.52              ,320.11            ,17.27             ,0.13            ,0                     ,6.91
1/2/2013  ,2:00:00 ,12.76            ,69.49             ,0                ,22                 ,329.51            ,16.12             ,0.05            ,0                     ,5.95
1/2/2013  ,3:00:00 ,12.74            ,80.13             ,0                ,20.1               ,340.96            ,16.53             ,0.04            ,0                     ,3.86
1/2/2013  ,4:00:00 ,12.72            ,72.42             ,0                ,21.75              ,359.4             ,16.51             ,0.08            ,0                     ,2.89
1/2/2013  ,5:00:00 ,12.7             ,66.53             ,0                ,22.47              ,353.85            ,15.89             ,0.08            ,0                     ,3.69
1/2/2013  ,6:00:00 ,12.68            ,69.68             ,0                ,21.43              ,341.71            ,15.63             ,0.08            ,0                     ,5.48
1/2/2013  ,7:00:00 ,12.66            ,67.34             ,0                ,21.95              ,325               ,15.58             ,0.03            ,12.13                 ,6.94
1/2/2013  ,8:00:00 ,13.24            ,56.61             ,0                ,25.26              ,333.67            ,15.94             ,0.01            ,207.74                ,4.56
1/2/2013  ,9:00:00 ,13.67            ,48.9              ,0                ,27.84              ,157.82            ,16.1              ,0.01            ,439.24                ,3.69
1/2/2013  ,10:00:00,13.68            ,47.09             ,0                ,28.71              ,176.04            ,16.32             ,0.05            ,653.57                ,4.88
1/2/2013  ,11:00:00,13.69            ,46.62             ,0                ,29.71              ,167.3             ,17.07             ,0.36            ,773.08                ,5.66
1/2/2013  ,12:00:00,13.7             ,43.67             ,0                ,30.9               ,178.66            ,17.13             ,0.19            ,832.32                ,5.87
1/2/2013  ,1:00:00 ,13.71            ,41.56             ,0                ,31.78              ,203.62            ,17.15             ,0.26            ,771.72                ,6.2
1/2/2013  ,2:00:00 ,13.71            ,42.42             ,0                ,31.36              ,226.92            ,17.08             ,0.28            ,544.54                ,5.36
1/2/2013  ,3:00:00 ,13.7             ,41.59             ,0                ,31.76              ,210.69            ,17.13             ,0.28            ,425.41                ,4.81
1/2/2013  ,4:00:00 ,13.7             ,47.94             ,0                ,30.56              ,210.55            ,18.29             ,-0.01           ,281.04                ,6.04
1/2/2013  ,5:00:00 ,13.68            ,53.8              ,0                ,28.8               ,218.72            ,18.5              ,0.53            ,144.54                ,5.64
1/2/2013  ,6:00:00 ,13.19            ,59.21             ,0                ,27.1               ,210.25            ,18.44             ,0.27            ,14.51                 ,3.59
1/2/2013  ,7:00:00 ,12.93            ,64.12             ,0                ,25.85              ,205.64            ,18.53             ,0.11            ,0                     ,2.26
1/2/2013  ,8:00:00 ,12.89            ,72.19             ,0                ,24.11              ,46.25             ,18.76             ,0.1             ,0                     ,2.09
1/2/2013  ,9:00:00 ,12.86            ,78.72             ,0                ,22.79              ,17.31             ,18.88             ,0.13            ,0                     ,2.26
1/2/2013  ,10:00:00,12.83            ,83.36             ,0                ,21.57              ,358.85            ,18.61             ,0.11            ,0                     ,3.12
1/2/2013  ,11:00:00,12.81            ,83.35             ,0                ,21.37              ,339.23            ,18.41             ,0.07            ,0                     ,5.71
1/3/2013  ,12:00:00,12.8             ,83.85             ,0                ,21.08              ,26.43             ,18.23             ,0.07            ,0                     ,2.49
1/3/2013  ,1:00:00 ,12.78            ,85.73             ,0                ,20.43              ,353.17            ,17.94             ,0.05            ,0                     ,3.6
1/3/2013  ,2:00:00 ,12.75            ,86.67             ,0                ,19.53              ,330.67            ,17.23             ,0.05            ,0                     ,5.83
1/3/2013  ,3:00:00 ,12.73            ,69.32             ,0                ,21.85              ,336.5             ,15.92             ,0.08            ,0                     ,5.34
1/3/2013  ,4:00:00 ,12.72            ,62.74             ,0                ,22.69              ,325.76            ,15.17             ,0.05            ,0                     ,5.92
1/3/2013  ,5:00:00 ,12.7             ,63.3              ,0                ,22.02              ,328.91            ,14.68             ,0.01            ,0                     ,4.16
1/3/2013  ,6:00:00 ,12.68            ,58.15             ,0                ,23.45              ,340.73            ,14.72             ,-0.58           ,0                     ,4.74
1/3/2013  ,7:00:00 ,12.67            ,67.73             ,0                ,21.26              ,348.63            ,14.95             ,-1.1            ,10.93                 ,2.91
1/3/2013  ,8:00:00 ,13.13            ,68.09             ,0                ,23.5               ,322.63            ,17.09             ,0.13            ,210.32                ,3.37
1/3/2013  ,9:00:00 ,13.68            ,47.8              ,0                ,27.95              ,193.44            ,15.83             ,0.04            ,432.93                ,3.32
1/3/2013  ,10:00:00,13.7             ,45.04             ,0                ,29.03              ,189.79            ,15.91             ,-0.02           ,621.47                ,4.63
1/3/2013  ,11:00:00,13.7             ,46.3              ,0                ,29.83              ,210.42            ,17.07             ,0.34            ,722.66                ,5.77
1/3/2013  ,12:00:00,13.71            ,44.99             ,0                ,30.78              ,211.55            ,17.49             ,0.01            ,803.65                ,5.83
1/3/2013  ,1:00:00 ,13.71            ,42.02             ,0                ,31.49              ,224.15            ,17.06             ,-0.37           ,785.14                ,5.68
1/3/2013  ,2:00:00 ,13.72            ,40.23             ,0                ,32.2               ,204.04            ,17.02             ,0.39            ,701.47                ,5.73
1/3/2013  ,3:00:00 ,13.72            ,41.95             ,0                ,32.11              ,194.58            ,17.59             ,0.7             ,554.44                ,7.26
1/3/2013  ,4:00:00 ,13.71            ,42.98             ,0                ,31.3               ,210.52            ,17.24             ,0.26            ,347.33                ,5.06
1/3/2013  ,5:00:00 ,13.69            ,50.33             ,0                ,28.8               ,140.52            ,17.38             ,0.37            ,128.91                ,5.28
1/3/2013  ,6:00:00 ,13.21            ,65.43             ,0                ,26.52              ,126.62            ,19.47             ,0.33            ,16.59                 ,3.64
1/3/2013  ,7:00:00 ,12.92            ,73.77             ,0                ,24.78              ,65.41             ,19.76             ,0.13            ,0                     ,1.98
1/3/2013  ,8:00:00 ,12.89            ,79.22             ,0                ,23.85              ,71.42             ,20.02             ,0.27            ,0                     ,2.24
1/3/2013  ,9:00:00 ,12.86            ,83.81             ,0                ,22.75              ,10.78             ,19.85             ,0.23            ,0                     ,2.2
1/3/2013  ,10:00:00,12.83            ,87.9              ,0                ,21.79              ,346.15            ,19.68             ,0               ,0                     ,3.8
1/3/2013  ,11:00:00,12.81            ,90.53             ,0                ,21.65              ,336.23            ,20.03             ,0.16            ,0                     ,3.78
1/4/2013  ,12:00:00,12.79            ,87.37             ,0                ,20.95              ,323.89            ,18.75             ,0.13            ,0                     ,4.11
1/4/2013  ,1:00:00 ,12.78            ,87.08             ,0                ,20.91              ,29.99             ,18.66             ,0.2             ,0                     ,3.86
1/4/2013  ,2:00:00 ,12.76            ,92.71             ,0                ,21.47              ,312.54            ,20.23             ,0.19            ,0                     ,2.91
1/4/2013  ,3:00:00 ,12.74            ,93.28             ,0                ,21.3               ,35.67             ,20.16             ,-0.01           ,0                     ,2.56
1/4/2013  ,4:00:00 ,12.72            ,93.99             ,0                ,20.68              ,16.54             ,19.67             ,-0.01           ,0                     ,2.95
1/4/2013  ,5:00:00 ,12.7             ,93.44             ,0                ,20.87              ,36.53             ,19.76             ,-0.12           ,0                     ,2.97
1/4/2013  ,6:00:00 ,12.68            ,83.23             ,0                ,21.34              ,1.61              ,18.34             ,-0.12           ,0                     ,4.07
1/4/2013  ,7:00:00 ,12.66            ,76.09             ,0                ,21.69              ,333.91            ,17.26             ,-0.15           ,7.22                  ,3.98
1/4/2013  ,8:00:00 ,12.65            ,71.6              ,0                ,23.02              ,315.48            ,17.56             ,-0.01           ,67.99                 ,3.8
1/4/2013  ,9:00:00 ,13.43            ,75.76             ,0.2              ,24.02              ,141.21            ,19.19             ,26.79           ,180.65                ,2.44
1/4/2013  ,10:00:00,13.65            ,74.09             ,0                ,25.91              ,203.54            ,20.58             ,-26.35          ,403.29                ,3.98
1/4/2013  ,11:00:00,13.66            ,56.48             ,0                ,29.04              ,219.6             ,19.5              ,0.2             ,661.25                ,5.49
1/4/2013  ,12:00:00,13.68            ,49.23             ,0                ,30.53              ,194.69            ,18.68             ,0.06            ,733.4                 ,5.58
1/4/2013  ,1:00:00 ,13.69            ,47.46             ,0                ,30.6               ,192.48            ,18.18             ,-0.34           ,442.45                ,5.45
1/4/2013  ,2:00:00 ,13.69            ,46.08             ,0                ,30.8               ,181.3             ,17.88             ,-0.02           ,467.88                ,5.39
1/4/2013  ,3:00:00 ,13.69            ,46.79             ,0                ,30.56              ,200.58            ,17.91             ,-1.32           ,338.42                ,5.63
1/4/2013  ,4:00:00 ,13.68            ,49.31             ,0                ,29.81              ,194.91            ,18.05             ,0.03            ,186.98                ,4.03
1/4/2013  ,5:00:00 ,13.68            ,55.46             ,0                ,28.07              ,141.45            ,18.31             ,0.51            ,162.55                ,4.97
1/4/2013  ,6:00:00 ,13.24            ,63.25             ,0                ,26.16              ,113.34            ,18.59             ,-0.52           ,19.02                 ,2.81
1/4/2013  ,7:00:00 ,12.93            ,75.36             ,0                ,23.66              ,52.69             ,19.01             ,0.34            ,0                     ,2.54
1/4/2013  ,8:00:00 ,12.9             ,78.52             ,0                ,23.62              ,200.47            ,19.65             ,0.08            ,0                     ,3.99
1/4/2013  ,9:00:00 ,12.86            ,82.36             ,0                ,22.46              ,331.61            ,19.28             ,0.25            ,0                     ,4.84
1/4/2013  ,10:00:00,12.84            ,65.77             ,0                ,23.83              ,308.14            ,16.76             ,0.17            ,0                     ,6.47
1/4/2013  ,11:00:00,12.83            ,55.85             ,0                ,25.01              ,338.39            ,15.38             ,-0.1            ,0                     ,6.59
1/5/2013  ,12:00:00,12.81            ,76.35             ,0                ,22.02              ,56.74             ,17.64             ,-0.06           ,0                     ,3.4
1/5/2013  ,1:00:00 ,12.8             ,76.08             ,0                ,21.52              ,92.16             ,17.06             ,0.14            ,0                     ,3.29
1/5/2013  ,2:00:00 ,12.77            ,78.27             ,0                ,21.74              ,188.49            ,17.74             ,0.15            ,0                     ,3.12
1/5/2013  ,3:00:00 ,12.75            ,83.65             ,0                ,21.17              ,52.5              ,18.27             ,-0.35           ,0                     ,3.08
1/5/2013  ,4:00:00 ,12.73            ,87.84             ,0                ,20.04              ,6.42              ,17.94             ,-0.04           ,0                     ,2.47
1/5/2013  ,5:00:00 ,12.71            ,86.49             ,0                ,19.63              ,22.43             ,17.29             ,0.19            ,0                     ,3.5
1/5/2013  ,6:00:00 ,12.68            ,86.02             ,0                ,19.7               ,35.75             ,17.28             ,0.23            ,0                     ,3.43
1/5/2013  ,7:00:00 ,12.66            ,84.52             ,0                ,19.98              ,24.9              ,17.27             ,0.15            ,10.36                 ,3.07
1/5/2013  ,8:00:00 ,13.25            ,77.27             ,0                ,23.26              ,7.04              ,18.93             ,0.22            ,202.79                ,1.93
1/5/2013  ,9:00:00 ,13.67            ,58.26             ,0                ,26.94              ,184.15            ,18.03             ,-0.01           ,415.13                ,4.36
1/5/2013  ,10:00:00,13.68            ,56.63             ,0                ,27.71              ,169.76            ,18.3              ,0.11            ,622.85                ,5.82
1/5/2013  ,11:00:00,13.69            ,53.96             ,0                ,28.95              ,193.94            ,18.68             ,0.17            ,751.91                ,5.51
1/5/2013  ,12:00:00,13.7             ,49.91             ,0                ,30.57              ,199.95            ,18.95             ,0.32            ,803.44                ,5.54
1/5/2013  ,1:00:00 ,13.71            ,47.87             ,0                ,31.51              ,217.7             ,19.14             ,0.33            ,801.47                ,7.02
1/5/2013  ,2:00:00 ,13.72            ,45.16             ,0                ,32.56              ,224.93            ,19.17             ,-0.2            ,725.3                 ,6.89
1/5/2013  ,3:00:00 ,13.72            ,46.07             ,0                ,32.08              ,222.09            ,19.06             ,0.11            ,547.23                ,6.86
1/5/2013  ,4:00:00 ,13.71            ,48.11             ,0                ,31.33              ,215.7             ,19.06             ,0.59            ,373.08                ,5.67
1/5/2013  ,5:00:00 ,13.7             ,53.36             ,0                ,30.02              ,223.64            ,19.49             ,0.15            ,172.04                ,4.54
1/5/2013  ,6:00:00 ,13.26            ,63.43             ,0                ,27.59              ,210.89            ,19.99             ,0.69            ,20.15                 ,3.1
1/5/2013  ,7:00:00 ,12.93            ,74.58             ,0                ,25.35              ,115.88            ,20.49             ,0.04            ,0                     ,2.83
1/5/2013  ,8:00:00 ,12.9             ,75.87             ,0                ,24.75              ,131.82            ,20.18             ,0.19            ,0                     ,3.65
1/5/2013  ,9:00:00 ,12.87            ,78.6              ,0                ,23.43              ,17.49             ,19.47             ,0.2             ,0                     ,3.07
1/5/2013  ,10:00:00,12.83            ,86.07             ,0                ,21.82              ,17.94             ,19.37             ,-0.77           ,0                     ,2.89
1/5/2013  ,11:00:00,12.81            ,89.7              ,0                ,21.22              ,346.16            ,19.45             ,0               ,0                     ,3.31
1/6/2013  ,12:00:00,12.8             ,91.89             ,0                ,20.95              ,14.62             ,19.57             ,-0.46           ,0                     ,3.21
1/6/2013  ,1:00:00 ,12.78            ,93.44             ,0                ,21.33              ,0.6               ,20.22             ,0.06            ,0                     ,3.71
1/6/2013  ,2:00:00 ,12.76            ,92.14             ,0                ,20.92              ,3.14              ,19.59             ,1.11            ,0                     ,3.46
1/6/2013  ,3:00:00 ,12.74            ,89.9              ,0                ,20.49              ,357.6             ,18.76             ,0.15            ,0                     ,3.22
1/6/2013  ,4:00:00 ,12.72            ,86.69             ,0                ,19.93              ,16.42             ,17.63             ,-0.09           ,0                     ,2.9
1/6/2013  ,5:00:00 ,12.7             ,81.72             ,0                ,20.53              ,44.34             ,17.26             ,-0.09           ,0                     ,3.55
1/6/2013  ,6:00:00 ,12.67            ,82.08             ,0                ,19.81              ,13.51             ,16.64             ,-0.35           ,0                     ,3.05
1/6/2013  ,7:00:00 ,12.65            ,82.55             ,0                ,19.99              ,353.17            ,16.91             ,0.13            ,9.61                  ,3.74
1/6/2013  ,8:00:00 ,13.22            ,75.15             ,0                ,22.92              ,288.59            ,18.19             ,-0.13           ,202.66                ,3.64
1/6/2013  ,9:00:00 ,13.66            ,54.13             ,0                ,27.48              ,190.63            ,17.36             ,-0.03           ,424.59                ,5.21
1/6/2013  ,10:00:00,13.68            ,50.75             ,0                ,28.3               ,188.53            ,17.11             ,0.15            ,626.87                ,5.53
1/6/2013  ,11:00:00,13.69            ,49.19             ,0                ,29.2               ,202.92            ,17.45             ,0.29            ,752.12                ,5.88
1/6/2013  ,12:00:00,13.7             ,47.29             ,0                ,30.69              ,211.03            ,18.2              ,0.12            ,830.16                ,5.47
1/6/2013  ,1:00:00 ,13.71            ,45.55             ,0                ,31.67              ,201.43            ,18.5              ,0.23            ,812.12                ,6.77
1/6/2013  ,2:00:00 ,13.72            ,43.77             ,0                ,32.59              ,205.17            ,18.71             ,0.43            ,730.6                 ,7.49
1/6/2013  ,3:00:00 ,13.71            ,42.97             ,0                ,32.88              ,208.15            ,18.68             ,0.4             ,575.23                ,6.08
1/6/2013  ,4:00:00 ,13.71            ,43.21             ,0                ,32.31              ,218.28            ,18.25             ,0.53            ,356.91                ,5.02
1/6/2013  ,5:00:00 ,13.7             ,48.08             ,0                ,30.78              ,189.03            ,18.52             ,0.06            ,168.36                ,4.91
1/6/2013  ,6:00:00 ,13.2             ,57.56             ,0                ,27.33              ,129.29            ,18.2              ,0.24            ,13.05                 ,4.06
1/6/2013  ,7:00:00 ,12.93            ,67.47             ,0                ,25.25              ,42.65             ,18.75             ,0.32            ,0                     ,1.83
1/6/2013  ,8:00:00 ,12.9             ,76.95             ,0                ,23.37              ,26.64             ,19.07             ,0.57            ,0                     ,2.49
1/6/2013  ,9:00:00 ,12.86            ,81.16             ,0                ,22.38              ,28.85             ,18.97             ,0.18            ,0                     ,2.68
1/6/2013  ,10:00:00,12.83            ,83                ,0                ,21.84              ,347.66            ,18.81             ,0.2             ,0                     ,3.56
1/6/2013  ,11:00:00,12.81            ,83.63             ,0                ,21.61              ,18.46             ,18.7              ,0.09            ,0                     ,3.11
1/7/2013  ,12:00:00,12.8             ,85.82             ,0                ,21.01              ,353.27            ,18.52             ,0.15            ,0                     ,3.71
1/7/2013  ,1:00:00 ,12.78            ,84.47             ,0                ,20.78              ,3.67              ,18.05             ,0.08            ,0                     ,3.78
1/7/2013  ,2:00:00 ,12.75            ,84.68             ,0                ,20.5               ,4.94              ,17.81             ,-0.05           ,0                     ,3.96
1/7/2013  ,3:00:00 ,12.73            ,83.13             ,0                ,20.4               ,6.84              ,17.42             ,0.09            ,0                     ,3.78
1/7/2013  ,4:00:00 ,12.71            ,81.63             ,0                ,20.43              ,13.67             ,17.16             ,0.08            ,0                     ,4.23
1/7/2013  ,5:00:00 ,12.69            ,80.83             ,0                ,20.47              ,18.89             ,17.04             ,0.01            ,0                     ,3.05
1/7/2013  ,6:00:00 ,12.67            ,82.26             ,0                ,20.17              ,4.41              ,17.02             ,-0.02           ,0                     ,4.09
1/7/2013  ,7:00:00 ,12.65            ,83.65             ,0                ,20.12              ,0.17              ,17.25             ,0.04            ,10.68                 ,3.87
1/7/2013  ,8:00:00 ,13.23            ,71.85             ,0                ,23.8               ,2.99              ,18.24             ,0.01            ,207.23                ,3.38
1/7/2013  ,9:00:00 ,13.67            ,50.95             ,0.2              ,28.34              ,175.75            ,17.19             ,-2.9            ,435.23                ,6.49
1/7/2013  ,10:00:00,13.68            ,48.09             ,0                ,29.51              ,184.62            ,17.38             ,-28.04          ,633.8                 ,8.71
1/7/2013  ,11:00:00,13.69            ,43.61             ,0                ,31.58              ,224.33            ,17.69             ,-0.25           ,752.6                 ,6.02
1/7/2013  ,12:00:00,13.7             ,33.22             ,0                ,33.61              ,60.88             ,15.26             ,0.14            ,852.77                ,7.12
1/7/2013  ,1:00:00 ,13.71            ,29.68             ,0                ,34.36              ,80.95             ,14.19             ,-0.02           ,855.98                ,8.91
1/7/2013  ,2:00:00 ,13.71            ,29.01             ,0                ,34.58              ,81.82             ,14.04             ,0.03            ,769.69                ,8.03
1/7/2013  ,3:00:00 ,13.72            ,28.76             ,0                ,34.45              ,73.7              ,13.79             ,0.71            ,550.77                ,7.64
1/7/2013  ,4:00:00 ,13.71            ,31.71             ,0                ,33.5               ,86.61             ,14.45             ,-0.8            ,380.53                ,8.23
1/7/2013  ,5:00:00 ,13.7             ,34.25             ,0                ,31.71              ,78.2              ,14.07             ,0.2             ,141.77                ,5.98
1/7/2013  ,6:00:00 ,13.26            ,39.46             ,0                ,29.88              ,99.54             ,14.54             ,1.09            ,24.28                 ,6.96
1/7/2013  ,7:00:00 ,12.93            ,60.05             ,0                ,27.03              ,159.27            ,18.57             ,0.62            ,0                     ,6.3
1/7/2013  ,8:00:00 ,12.9             ,71.29             ,0                ,25.2               ,197.5             ,19.61             ,0.2             ,0                     ,3.95
1/7/2013  ,9:00:00 ,12.86            ,75.56             ,0                ,23.9               ,41.13             ,19.3              ,0.2             ,0                     ,3.61
1/7/2013  ,10:00:00,12.84            ,61.69             ,0                ,25.2               ,36.44             ,17.08             ,-0.06           ,0                     ,4.64
1/7/2013  ,11:00:00,12.82            ,50.5              ,0                ,26.49              ,342.79            ,15.33             ,-1.69           ,0                     ,6.52
1/8/2013  ,12:00:00,12.81            ,70.46             ,0                ,23.95              ,256.79            ,18.19             ,0.11            ,0                     ,3.21
1/8/2013  ,1:00:00 ,12.79            ,75.86             ,0                ,22.7               ,30.77             ,18.2              ,-0.61           ,0                     ,3.53
1/8/2013  ,2:00:00 ,12.76            ,73.05             ,0                ,21.93              ,2.95              ,16.85             ,-0.19           ,0                     ,3.61
1/8/2013  ,3:00:00 ,12.75            ,70.49             ,0                ,22.45              ,40.24             ,16.77             ,-0.03           ,0                     ,3.19
1/8/2013  ,4:00:00 ,12.72            ,79.12             ,0                ,21.33              ,17.23             ,17.54             ,0.11            ,0                     ,3.82
1/8/2013  ,5:00:00 ,12.7             ,79.01             ,0                ,20.68              ,357.79            ,16.88             ,0.3             ,0                     ,4.18
1/8/2013  ,6:00:00 ,12.68            ,64.73             ,0                ,23.2               ,279.2             ,16.13             ,0.16            ,0                     ,3.67
1/8/2013  ,7:00:00 ,12.66            ,72.06             ,0                ,21.77              ,287.38            ,16.48             ,-0.44           ,12.06                 ,4.13
1/8/2013  ,8:00:00 ,13.25            ,65.13             ,0                ,25.1               ,58.46             ,18                ,-0.09           ,206.25                ,2.45
1/8/2013  ,9:00:00 ,13.67            ,47.95             ,0                ,29.21              ,182.17            ,16.95             ,0.15            ,433.24                ,4.26
1/8/2013  ,10:00:00,13.69            ,42.45             ,0                ,31.04              ,164.97            ,16.72             ,0.47            ,655.64                ,6.16
1/8/2013  ,11:00:00,13.7             ,34.56             ,0                ,32.68              ,95.84             ,15.07             ,0.37            ,784.09                ,8.63
1/8/2013  ,12:00:00,13.71            ,32.6              ,0                ,33.76              ,105.2             ,15.12             ,1.12            ,848.88                ,7.9
1/8/2013  ,1:00:00 ,13.71            ,38.09             ,0                ,32.88              ,222.35            ,16.7              ,0.71            ,470.65                ,7.19
1/8/2013  ,2:00:00 ,13.71            ,38.85             ,0                ,33.54              ,216.87            ,17.66             ,0.22            ,655.25                ,5.27
1/8/2013  ,3:00:00 ,13.7             ,41.74             ,0                ,32.07              ,163.79            ,17.37             ,0.74            ,425.45                ,7.2
1/8/2013  ,4:00:00 ,13.7             ,49.71             ,0                ,30.05              ,133.41            ,18.4              ,0.74            ,359.48                ,6.12
1/8/2013  ,5:00:00 ,13.69            ,53.92             ,0                ,28.79              ,169.51            ,18.52             ,0.46            ,142.73                ,5.58
1/8/2013  ,6:00:00 ,13.22            ,60.55             ,0                ,27.02              ,231.62            ,18.71             ,-0.07           ,17.41                 ,2.64
1/8/2013  ,7:00:00 ,12.92            ,70.08             ,0                ,24.87              ,2.54              ,19                ,0.15            ,0                     ,2.24
1/8/2013  ,8:00:00 ,12.89            ,77.28             ,0                ,23.35              ,21.12             ,19.13             ,0.06            ,0                     ,2.58
1/8/2013  ,9:00:00 ,12.86            ,81.59             ,0                ,22.29              ,0.87              ,18.97             ,0.26            ,0                     ,3.99
1/8/2013  ,10:00:00,12.83            ,81.52             ,0                ,22.51              ,331.06            ,19.17             ,0.16            ,0                     ,4.69
1/8/2013  ,11:00:00,12.81            ,84.4              ,0                ,21.58              ,331.24            ,18.82             ,0.01            ,0                     ,3.03
1/9/2013  ,12:00:00,12.79            ,86.55             ,0                ,21.31              ,350.09            ,18.95             ,-0.53           ,0                     ,4.75
1/9/2013  ,1:00:00 ,12.78            ,63.6              ,0                ,24.37              ,326.33            ,16.93             ,-0.5            ,0                     ,5.86
1/9/2013  ,2:00:00 ,12.76            ,70                ,0                ,22.62              ,93.19             ,16.79             ,0.13            ,0                     ,2.78
1/9/2013  ,3:00:00 ,12.75            ,80.47             ,0                ,21.32              ,38.59             ,17.8              ,-0.02           ,0                     ,3.53
1/9/2013  ,4:00:00 ,12.72            ,84.65             ,0                ,20.47              ,348.92            ,17.77             ,-0.03           ,0                     ,3.78
1/9/2013  ,5:00:00 ,12.7             ,81.86             ,0                ,20.59              ,346.76            ,17.35             ,-0.14           ,0                     ,4.17
1/9/2013  ,6:00:00 ,12.68            ,73.66             ,0                ,20.78              ,318.96            ,15.83             ,-0.01           ,0                     ,8.73
1/9/2013  ,7:00:00 ,12.66            ,64.61             ,0                ,22.12              ,323.04            ,15.1              ,0.12            ,9.74                  ,6.78
1/9/2013  ,8:00:00 ,13.24            ,58.72             ,0                ,24.34              ,315.66            ,15.69             ,0.11            ,214.38                ,7
1/9/2013  ,9:00:00 ,13.66            ,47.46             ,0                ,28.66              ,323.59            ,16.37             ,0.19            ,430.78                ,3.44
1/9/2013  ,10:00:00,13.68            ,46.49             ,0                ,29.57              ,184.95            ,16.89             ,0.07            ,617.98                ,5.25
1/9/2013  ,11:00:00,13.69            ,47.25             ,0                ,30.06              ,183.14            ,17.59             ,0.39            ,759.58                ,5.84
1/9/2013  ,12:00:00,13.7             ,43.23             ,0                ,31.23              ,198.46            ,17.27             ,0.26            ,818.28                ,5.69
1/9/2013  ,1:00:00 ,13.71            ,42.43             ,0                ,32.1               ,220.35            ,17.76             ,0.23            ,784.76                ,6.07
1/9/2013  ,2:00:00 ,13.72            ,40.14             ,0                ,32.78              ,217.99            ,17.5              ,0.96            ,659.41                ,5.65
1/9/2013  ,3:00:00 ,13.71            ,40.47             ,0                ,33.02              ,231.84            ,17.84             ,0.55            ,510.42                ,5.31
1/9/2013  ,4:00:00 ,13.71            ,44.18             ,0                ,32.12              ,200.06            ,18.37             ,0.46            ,326.17                ,6.15
